entrada_A.G.,entrada_C.P.,entrada_CRR,entrada_CSS,id_proyecto,num_comisiones,num_sesiones,origen,presentado_por,sanciona_A.G.,sanciona_CRR,sanciona_CSS,sanciona_PE,tipo,titulo
,,2018-05-30 00:00:00,,139980,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,ADMINISTRACION NACIONAL VIVIENDA. SERVICIOS TERCERIZADOS. CONTRATACION. INFORMES.
,,2018-05-30 00:00:00,,139981,0,1,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,AFE. SERVICIOS TERCIARIZADOS. CONTRATACION. INFORMES.
,,2018-05-15 00:00:00,,139763,0,1,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,TLC UNION EUROPEA Y MERCOSUR. REGIMEN ESPECIAL ADMISION TEMPORARIA. POSICIONES. INFORMES.
,,2018-05-30 00:00:00,,139983,0,1,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,AFE. PARTICIPACION EMPRESAS Y/O SERVICIOS. CONTRATACION. INFORMES.
,,2018-05-15 00:00:00,,139761,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,TLC UNION EUROPEA Y MERCOSUR. REGIMEN ESPECIAL ADMISION TEMPORARIA. POSICIONES. INFORMES.
,,2018-05-15 00:00:00,,139762,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,TLC UNION EUROPEA Y MERCOSUR. REGIMEN ESPECIAL ADMISION TEMPORARIA. POSICIONES. INFORMES.
,,2017-10-12 00:00:00,,137129,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,RUTAS NACIONALES 27 Y 30 (RIVERA). OBRAS REPARACION. INFORMES.
,,2017-11-16 00:00:00,,137760,0,3,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,BROU. REESTRUCTURA SERVICIOS. SITUACION. INFORMES.
,,2017-04-19 00:00:00,,134604,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,LICEO DOLORES (SORIANO). SITUACION. INFORMES.
,,2016-12-06 00:00:00,,133037,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,"CASTRO, Fidel. FALLECIMIENTO. COBERTURA ESPECIAL. SODRE. INFORMES."
,,2017-04-03 00:00:00,,134312,0,3,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,CONSTRUCCION VIVIENDAS PARQUE MIRAMAR (CANELONES). NORMATIVA MEDIOAMBIENTAL. INFORMES.
,,2016-11-16 00:00:00,,132735,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,ANCAP. VENTA ACCIONES CARBOCLOR VIA ANCSOL S.A. INFORMES.
,,2016-10-26 00:00:00,,132422,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,ADMINISTRACION NACIONAL PUERTOS. PLAN MAESTRO. IMPLEMENTACION. INFORMES.
,,2016-10-26 00:00:00,,132424,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,ADMINISTRACION NACIONAL PUERTOS. SITUACION FINANCIERA TERMINAL CUENCA PLATA. AUDITORIAS CONTRATADAS. INFORMES.
,,2016-10-26 00:00:00,,132425,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,ADMINISTRACION NACIONAL PUERTOS. APORTE ACCIONES TERMINAL CUENCA PLATA. INFORMES.
,,2016-09-29 00:00:00,,131916,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,TORNADO DOLORES (SORIANO). SITUACION. ACCIONES MDN. INFORMES.
,,2016-09-29 00:00:00,,131914,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,TORNADO DOLORES (SORIANO). SITUACION. ACCIONES MIDES. INFORMES.
,,2016-09-29 00:00:00,,131915,0,3,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,TORNADO DOLORES (SORIANO). SITUACION. ACCIONES MSP. INFORMES.
,,2016-09-29 00:00:00,,132064,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,TORNADO DOLORES (SORIANO). ACCIONES MVOTMA. INFORMES.
,,2016-09-29 00:00:00,,131917,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,EMBARAZO ADOLESCENTE. DATOS APORTADOS UDELAR - ONU. INFORMES.
,,2016-09-29 00:00:00,,131913,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,TORNADO DOLORES. SITUACION. ACCIONES MTOP. INFORMES.
,,2016-09-14 00:00:00,,131773,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,VIVIENDAS MEVIR. BENEFICIARIOS. INFORMES.
,,2016-09-29 00:00:00,,131905,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,AGENCIA NACIONAL VIVIENDA.  VIVIENDAS PROMOVIDAS Y CONSTRUIDAS. EXONERACION IMPOSITIVA. INFORMES.
,,2016-09-14 00:00:00,,131774,0,3,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,MORGUES JUDICIALES. MEDICOS FORENSES. RECLAMOS. INFORMES.
,,2016-09-06 00:00:00,,131543,0,2,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,PLUNA. LIQUIDACION ENTE AUTONOMO. APLICACION ART. 398 LEY 19.355. INFORMES.
,,2016-09-06 00:00:00,,131547,0,3,Cámara Representantes,"Facello, Guillermo",,,,,PEDIDO DE INFORMES,"PROGRAMA YO ESTUDIO Y TRABAJO. PERIODO 2012 - 2016. SOLICITUDES RECIBIDAS, INFORMES,"
,,,2015-06-02 00:00:00,124778,0,2,Cámara Senadores,"Enciso Christiansen, Carlos",,,,,PEDIDO DE INFORMES,ASSE. RED DE ASISTENCIA DE PRIMER NIVEL (FLORIDA). VEHÍCULOS. INFORMACIÓN.
,,,2015-04-06 00:00:00,123940,0,2,Cámara Senadores,"Enciso Christiansen, Carlos",,,,,PEDIDO DE INFORMES,EMPRESAS ARRENDATARIAS VEHÍCULOS. DEPARTAMENTO FLORIDA.
,,,2015-04-06 00:00:00,123936,0,1,Cámara Senadores,"Enciso Christiansen, Carlos",,,,,PEDIDO DE INFORMES,ESTADÍSTICA SOBRE DESEMPLEO. METODOLOGÍA. INFORMES.
,,,2015-03-10 00:00:00,123764,0,1,Cámara Senadores,"Enciso Christiansen, Carlos",,,,,PEDIDO DE INFORMES,RUTA 55 TRAMO RUTAS 12 Y 21. RUTA 12 OMBÚES DE LAVALLE - NUEVA PALMIRA. OBRAS. SITUACIÓN.
,,,2015-02-25 00:00:00,123413,0,5,Cámara Senadores,"Enciso Christiansen, Carlos",,,,,PEDIDO DE INFORMES,PUBLICIDAD. ORGANISMOS DEL ESTADO. GASTOS
,,,2015-06-29 00:00:00,125217,1,2,Cámara Senadores,"Enciso Christiansen, Carlos",,,,,PROYECTO DE LEY,"""VILLA APÍCOLA"". VILLA 25 DE MAYO (FLORIDA). DECLARACIÓN."
,,,2015-02-27 00:00:00,123409,2,2,Cámara Senadores,"Enciso Christiansen, Carlos",,,,,PROYECTO DE LEY,SISTEMA PUBLICO TELEVISION INTERIOR . PUBLICIDAD. FINANCIAMIENTO.
,,,2018-07-17 00:00:00,140544,0,0,Cámara Senadores,"De León, Leonardo; Martínez Huelmo, Rubén; Michelini, Rafael; Otheguy Vega, Marcos Javier; Payssé, Daniela; Pintado, Enrique; Tourné, Daisy",,,,,PROYECTO DE DECLARACION,NICARAGUA. ACTOS VIOLACION DERECHOS HUMANOS Y LIBERTADES FUNDAMENTALES. CONDENA. DECLARACION
,,2017-03-14 00:00:00,,133858,1,1,Cámara Representantes,"Díaz Barreto, Carina; Eguiluz, Cecilia; Matiaude, Graciela; Montaner Formoso, Susana; Rapela, Valentina; Reisch, Nibia",,,,,PROYECTO DE LEY,VIOLENCIA DOMESTICA. PADRE AGRESOR. PERDIDA PATRIA POTESTAD.
,,2016-09-14 00:00:00,,131659,1,1,Cámara Representantes,"Eguiluz, Cecilia; Matiaude, Graciela; Montaner Formoso, Susana; Rapela, Valentina; Reisch, Nibia",,,,,PROYECTO DE LEY,PORNOGRAFIA Y PROSTITUCION INFANTIL. PENAS. MODIFICACION.
,,2016-09-14 00:00:00,,131660,1,1,Cámara Representantes,"Eguiluz, Cecilia; Matiaude, Graciela; Montaner Formoso, Susana; Rapela, Valentina; Reisch, Nibia",,,,,PROYECTO DE LEY,LICENCIA ORDINARIA TRABAJADOR PUBLICO O PRIVADO. CESION DIAS. REGIMEN.
,,2016-08-16 00:00:00,,131238,1,1,Cámara Representantes,"Eguiluz, Cecilia; Matiaude, Graciela; Montaner Formoso, Susana; Reisch, Nibia",,,,,PROYECTO DE LEY,ACOSO NIÑOS Y ADOLESCENTES (BULLYING). ERRADICACION. NORMAS.
,,2016-09-13 00:00:00,,131643,1,1,Cámara Representantes,"Civila, Gonzalo; Eguiluz, Cecilia; Ezquerra Alonso, W. Aparicio; Verri, Walter",,2016-09-13 00:00:00,,,MINUTA DE COMUNICACION,SEGURO DESEMPLEO TRABAJADOR CITRICOLA. REGIMEN. DETERMINACION.
,,2016-08-02 00:00:00,,131005,1,1,Cámara Representantes,"Díaz Barreto, Carina; Eguiluz, Cecilia; Martínez, Dianne; Matiaude, Graciela; Montaner Formoso, Susana; Reisch, Nibia",,,,,PROYECTO DE LEY,DELITOS SEXUALES. CODIGO PENAL. MODIFICACION.
,,2016-07-05 00:00:00,,130611,1,2,Cámara Representantes,"Cardoso, Germán; Eguiluz, Cecilia; Matiaude, Graciela; Montaner Formoso, Susana; Peña, Adrián; Reisch, Nibia; Verri, Walter",,,,,PROYECTO DE LEY,PROYECTOS FRACTURA HIDRAULICA GAS Y PETROLEO. MORATORIA. REGIMEN.
,,2017-09-12 00:00:00,2017-11-16 00:00:00,136614,2,11,Cámara Representantes,"Eguiluz, Cecilia; Rodríguez, Gloria; Sanseverino, Berta; Santalla, Mercedes",,2017-11-14 00:00:00,,,PROYECTO DE LEY,VOLUNTARIADO SOCIAL. ACTIVIDADES BIEN COMUN. PROMOCION Y PARTICIPACION. REGIMEN.
,,2016-03-09 00:00:00,,128611,1,1,Cámara Representantes,"Biestro, María Pía; Eguiluz, Cecilia",,,,,PROYECTO DE LEY,VACUNA VIRUS PAPILOMA HUMANO (HPV). CERTIFICADO ESQUEMA VACUNACION. INCLUSION.
,,2015-12-09 00:00:00,,127834,2,2,Cámara Representantes,"Eguiluz, Cecilia; Rodríguez, Gloria; Sanseverino, Berta; Santalla, Mercedes",,,,,PROYECTO DE LEY,MEMORIAL RESISTENCIA AFRICANA Y SU DIASPORA. CONSTRUCCION. INTERES GENERAL. DECLARACION.
,,2018-11-05 00:00:00,,141763,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,EMERGENCIA PEDIATRICA HOSPITAL SALTO (DPTO). PUESTA EN FUNCIONAMIENTO. DEMORA. RAZONES. INFORMES.
,,,2018-10-03 00:00:00,141439,0,2,Cámara Senadores,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,VIOLENCIA GENERO HACIA MUJERES. LEY Nº 19.580. APLICACIÓN. INFORMES.
,,,2018-10-03 00:00:00,141437,0,2,Cámara Senadores,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,VIOLENCIA GÉNERO HACIA MUJERES. OBSERVATORIO. INTEGRACIÓN. INFORMES
,,,2018-09-13 00:00:00,141236,0,2,Cámara Senadores,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,ASENTAMIENTOS IRREGULARES SALTO (DPTO). NECESIDADES HABITACIONALES. INFORMES.
,,2018-08-20 00:00:00,,141122,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,EXPLORACION HIDROCARBUROS. PERFORACIONES SALTO Y PAYSANDU (DPTOS). INFORMES.
,,2018-07-30 00:00:00,,140640,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,INVERSIONES SALTO (DPTO).  PLANES Y PROYECTOS. INFORMES.
,,2018-04-12 00:00:00,,139311,0,1,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,DESEMPLEO Y SEGURO DESOCUPACION SALTO (DPTO). PERIODO 2013-2018. AUMENTO. INFORMES.
,,2018-07-30 00:00:00,,140644,0,3,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,HOGARES ANCIANOS SALTO (DPTO). POBLACION SANIDAD. INFORMES.
,,2018-07-30 00:00:00,,140642,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,DATOS ESTADISTICOS SALTO (DPTO). POBLACION. INFORMES.
,,2018-02-07 00:00:00,,138396,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,COMBUSTIBLE. DERRAMES. CONSECUENCIAS MEDIO AMBIENTE. INFORMES.
,,,2017-05-12 00:00:00,134807,0,1,Cámara Senadores,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,"RUTAS NACIONALES 4, 26, 30 Y 31. OBRAS (2005 - 2016). INVERSIÓN. INFORMES."
,,2017-09-26 00:00:00,,136844,0,1,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,CHIP CANINO. COLOCACION. OBLIGATORIEDAD. FUNDAMENTACION. INFORMES.
,,2016-08-31 00:00:00,,131448,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,BACHILLERATO AGRARIO SAN ANTONIO (SALTO). SITUACION LOCATIVA. INFORMES.
,,,2017-04-25 00:00:00,134520,0,2,Cámara Senadores,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,MIDES. SALTO (DEPTO). PLANES SOCIALES. 2012-2016. INFORMES.
,,2016-08-16 00:00:00,,131251,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,CANASTAS ALIMENTARIAS INDA. ATRASO ENTREGA SALTO (DPTO). INFORMES.
,,2016-07-19 00:00:00,,130908,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,VIOLACION E INCESTO RIVERA (DPTO). ACTUACION INAU. INFORMES.
,,2016-07-13 00:00:00,,130768,0,1,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,INSTITUTO NACIONAL CIEGOS GENERAL ARTIGAS. DISOLUCION. INFORMES.
,,2016-07-13 00:00:00,,130916,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,PROCESAMIENTOS 2006-2016. MODIFICACION CODIGO PENAL. INFORMES.
,,2016-05-31 00:00:00,,129985,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,CAMPAÑA VACUNACION GRIPE H1N1. CANTIDAD DOSIS. INFORMES.
,,2016-04-20 00:00:00,,129383,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,"AMBULANCIAS, CHOFERES Y POLICLINICAS RURALES ASSE SALTO (DPTO).  INFORMES."
,,,2016-07-06 00:00:00,130648,0,2,Cámara Senadores,"Eguiluz, Cecilia; Olano Rodríguez, Celina Walkiria; Pesce Olivera, Viviana",,,,,PEDIDO DE INFORMES,DELITOS CONTRA MENORES. PREVENCIÓN. MECANISMOS. INFORMES.
,,2016-03-02 00:00:00,,128562,0,1,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,CENTROS MENORES INFRACTORES. CONSTRUCCION O REPARACION. DETALLES.INFORMES.
,,2016-04-06 00:00:00,,128939,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,INFRAESTRUCTURA AFECTADA EMERGENCIA CLIMATICA E INUNDACIONES SALTO (DPTO). PAGOS OPP A INTENDENCIA. INFORMES.
,,2015-03-11 00:00:00,,123753,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,HOGARES ANCIANOS SALTO (DPTO). CANTIDAD Y HABILITACION. INFORMES.
,,2015-10-07 00:00:00,,126907,0,3,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,SALTO (INTENDENCIA). ENERGIA ELECTRICA CONSUMO PERIODO DICIEMBRE 2014-SETIEMBRE 2015. INFORMES.
,,2015-03-05 00:00:00,,123596,0,2,Cámara Representantes,"Eguiluz, Cecilia",,,,,PEDIDO DE INFORMES,BPS. JUBILACIONES Y PENSIONES TRAMITADAS SALTO (DPTO). IRREGULARIDADES. INVESTIGACION. INFORMES.
,,2017-06-16 00:00:00,,135403,0,2,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,PLAN JUNTOS CONSTRUCCION VIVIENDAS LA CACHIMBA DEL PIOJO (MONTEVIDEO). INFORMES.
,,2016-10-26 00:00:00,,132420,0,2,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,MSP. RECOLECCION RESIDUOS CONTAMINADOS. LICITACION. RESULTADO. INFORMES.
,,2016-10-12 00:00:00,,132119,0,1,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,ANP. PLANES DRAGADO. INFORMES.
,,2016-10-26 00:00:00,,132421,0,2,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,MSP. RESIDUOS HOSPITALARIOS. CANTIDADES. INFORMES.
,,2016-10-12 00:00:00,,132120,0,1,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,PUERTO MONTEVIDEO. MUELLES C Y D. CONSTRUCCION. CONTRATO. INFORMES.
,,2016-10-12 00:00:00,,132122,0,1,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,ANP. OBRA PUERTO PESQUERO CAPURRO (MONTEVIDEO). INFORMES.
,,2016-05-02 00:00:00,,129371,0,2,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,PLAN CEIBAL. ASIGNACION PRESUPUESTAL. INFORMES.
,,2016-04-12 00:00:00,,129075,0,1,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,ANTEL - ARENA. CONSTRUCCION. FINANCIACION. INFORMES.
,,2016-04-04 00:00:00,,128904,0,2,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,POLICIA CAMINERA. JEFE RELACIONES PUBLICAS. RELEVO. INFORMES.
,,2015-08-07 00:00:00,,125889,0,2,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,FONDES. ACTUACION AUDITORIA INTERNA. CONSULTA. INFORMES.
,,2015-08-20 00:00:00,,126143,0,2,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,POLIZAS INCENDIOS. IMPUESTO. DESTINO DIRECCION  BOMBEROS. INCUMPLIMIENTO. INFORMES.
,,2015-08-07 00:00:00,,125892,0,2,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,FONDES . CONTROL TRIBUNAL CUENTAS RENDICION EJERCICIO 2014. INFORMES.
,,2015-08-05 00:00:00,,125893,0,2,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,DIRECCION NACIONAL BOMBEROS. POLIZAS INCENDIOS. RECURSOS. INFORMES.
,,2015-06-17 00:00:00,,125085,0,2,Cámara Representantes,"Gandini, Jorge",,,,,PEDIDO DE INFORMES,"TERMINALES CONTENEDORES PUERTO MONTEVIDEO. RESPUESTA MTOP ROSSI, Victor. VERACIDAD. INFORMES."
,,2018-12-04 00:00:00,,142054,1,1,Cámara Representantes,"Gandini, Jorge",,2018-12-04 00:00:00,,,RESOLUCION,PARLAMENTO MERCOSUR. USO SALA SESIONES CAMARA REPRESENTANTES 1071272018. AUTORIZACION.
,,2018-11-22 00:00:00,,141921,1,1,Cámara Representantes,"Abdala, Pablo; Andújar, Sebastián; Ayala, Mario; Gandini, Jorge; García, Mario; Iturralde Viñas, Pablo; Monteghirfo, Fabián; Niffouri Blanco, Amín; Penadés, Gustavo",,,,,PROYECTO DE LEY,"SANTORO, Walter. SALA 10 EDIFICIO ANEXO PALACIO LEGISLATIVO. DENOMINACION."
,,2018-12-04 00:00:00,,142043,1,1,Cámara Representantes,"Gandini, Jorge",,2018-12-04 00:00:00,,,RESOLUCION,LENGUA DE SEÑAS SESIONES CAMARA REPRESENTANTES. USO. AUTORIZACION.
,,2018-11-06 00:00:00,,141756,1,1,Cámara Representantes,"Gandini, Jorge",,2018-11-06 00:00:00,,,RESOLUCION,PARLAMENTO DEL MERCOSUR. SESION ORDINARIA 12/11/18. SALA SESIONES C.RR. USO. AUTORIZACION.
,,2018-10-16 00:00:00,,141546,1,2,Cámara Representantes,"Gandini, Jorge",,2018-10-17 00:00:00,,,RESOLUCION,"PARLAMENTO NIÑAS, NIÑOS Y ADOLESCENTES. SALA SESIONES CAMARA REPRESENTANTES. USO. AUTORIZACION."
,,2018-09-04 00:00:00,,141076,1,2,Cámara Representantes,"Gandini, Jorge",,2018-09-05 00:00:00,,,RESOLUCION,PARLAMENTO MERCOSUR. SESION ORDINARIA (LVIII). SALA SESIONES C.RR. UTILIZACION. AUTORIZACION.
,,2018-09-04 00:00:00,,141075,1,1,Cámara Representantes,"Gandini, Jorge",,,,,PROYECTO DE RESOLUCION,LICENCIA DIPUTADO. SUPLENTE. CONVOCATORIA. REGIMEN.
,,2018-07-17 00:00:00,,140535,1,1,Cámara Representantes,"Abdala, Pablo; Gandini, Jorge; Lafluf, Omar; Olivera, Nicolás",,,,,PROYECTO DE LEY,MUNICIPIOS. COMETIDOS. FORTALECIMIENTO. REGIMEN.
,,2018-06-05 00:00:00,,140003,1,1,Cámara Representantes,"Arocena Argul, José Andrés; Bacigalupe Aunés, Rubén Aníbal; Estrada, Ignacio; Gandini, Jorge; Lafluf, Omar; Lema, Martín; Matiaude, Graciela; Montaner Formoso, Susana; Pasquet Iribarne, Ope; Peña Fernández, Daniel; Peña, Adrián; Quintela, Mabel; Radío, Daniel; Rapela, Valentina; Rodríguez, Conrado; Verri, Walter; Viera Duarte, Tabaré",,,,,PROYECTO DE LEY,DIABETICO. ASISTENCIA INTEGRAL. REGIMEN. MODIFICACION.
,,2018-06-05 00:00:00,,139992,1,2,Cámara Representantes,"Gandini, Jorge",,2018-07-11 00:00:00,,,RESOLUCION,PRESUPUESTO SECRETARIA 2018. APROBACION.
,,2017-12-14 00:00:00,,137937,1,1,Cámara Representantes,"Asti, Alfredo; Cayetano, Sonia; Civila, Gonzalo; Díaz, Bettiana; Galán Pérez, Lilián Raquel; Gandini, Jorge; Irazábal Calleri, Benjamín Eduardo; Penadés, Gustavo; Posada, Iván; Rodríguez, Conrado; Sánchez, Alejandro",,,,,PROYECTO DE LEY,COMISION HONORARIA FONDO SOLIDARIDAD. MIEMBROS. INTEGRACION. MODIFICACION.
,,2017-04-04 00:00:00,,134318,1,1,Cámara Representantes,"Gandini, Jorge",,,,,PROYECTO DE LEY,MENOR INFRACTOR. CENTROS RECLUSION INISA. CUMPLIMIENTO SALDO PENA ADOLESCENTE. REGIMEN.
,,2017-02-15 00:00:00,,133598,1,1,Cámara Representantes,"Andújar, Sebastián; Arrieta, Elisabeth; Bacigalupe Aunés, Rubén Aníbal; Bacigalupi, Marcelo; Ezquerra Alonso, W. Aparicio; Gandini, Jorge; García, Mario; Irazábal Calleri, Benjamín Eduardo; Iturralde Viñas, Pablo; Mier Estades, Egardo Dionisio; Moraes, Wilma; Naumov, Julio; Piñeiro, Delfino; Rodríguez Servetto, Nelson; Schusman Kraft, Jorge; Sosa Acosta, Heriberto; Yurramendi Pérez, José; Zoulamián, Antonio",,,,,PROYECTO DE LEY,FONDO NACIONAL EMERGENCIA. CREACION.
,,2017-06-22 00:00:00,2017-08-17 00:00:00,135389,2,4,Cámara Representantes,"Gandini, Jorge; Irazábal Calleri, Benjamín Eduardo; Mujica, Gonzalo; Penadés, Gustavo; Posada, Iván; Rodríguez, Conrado",,2017-08-16 00:00:00,,,PROYECTO DE LEY,SALARIOS Y PASIVIDADES. IRPF. MINIMO INTANGIBLE Y PRIORIDAD DESCUENTOS. MODIFICACION.
,,2016-09-13 00:00:00,,131635,1,1,Cámara Representantes,"Abdala, Pablo; Arrieta, Elisabeth; Dastugue, Álvaro; Ezquerra Alonso, W. Aparicio; Gandini, Jorge; García, Mario; Iturralde Viñas, Pablo; Lafluf, Omar; Novales, Gonzalo; Olivera, Nicolás; Roselli, Edmundo; Umpiérrez, Alejo; Yurramendi Pérez, José",,,,,PROYECTO DE LEY,OSE. CONTRATACION CON PRIVADOS. TOCAF. MODIFICACION.
,,2016-05-03 00:00:00,,129434,2,2,Cámara Representantes,"Abdala, Pablo; Dastugue, Álvaro; Gandini, Jorge; Goñi Reyes, Rodrigo",,,,,PROYECTO DE LEY,MARIHUANA. VENTA EN FARMACIAS. HORARIO. FIJACION.
,,2016-05-03 00:00:00,,129435,2,2,Cámara Representantes,"Abdala, Pablo; Dastugue, Álvaro; Gandini, Jorge; Goñi Reyes, Rodrigo",,,,,PROYECTO DE LEY,MARIHUANA. VENTA EN FARMACIAS. LEYENDA ENVASES. REGLAMENTACION.
,,2016-04-06 00:00:00,,128940,1,1,Cámara Representantes,"Gandini, Jorge",,,,,PROYECTO DE LEY,"ELECCION REPRESENTANTES SOCIALES BPS, ANEP Y ASSE. HOJAS VOTACION. PROVISION. REGIMEN."
,,2016-03-16 00:00:00,,128771,1,1,Cámara Representantes,"Chiazzaro, Roberto; Gandini, Jorge; Meroni, Jorge; Minetti, Orquídea; Niffouri Blanco, Amín; Pasquet Iribarne, Ope; Posada, Iván; Ríos, Silvio; Rubio, Eduardo; Verri, Walter",,2016-03-16 00:00:00,,,RESOLUCION,"CACERES, Berta. DEFENSORA DERECHOS COMUNIDADES INDIGENAS HONDUREÑAS. ASESINATO. REPUDIO."
,,2015-12-21 00:00:00,2015-12-22 00:00:00,127996,2,3,Cámara Representantes,"Alvarez, Martín; Cardoso, Germán; Gandini, Jorge; Hernández, Silvia; Santalla, Mercedes; Varela Nestier, Carlos",,2015-12-21 00:00:00,2015-12-22 00:00:00,2015-12-31 00:00:00,LEY,CARMELO (COLONIA). ANIVERSARIO (200) FUNDACION. FERIADO. DECLARACION.
,,2015-09-01 00:00:00,,126284,1,2,Cámara Representantes,"Bacigalupe Aunés, Rubén Aníbal; Bianchi, Graciela; Gandini, Jorge; Goñi Reyes, Rodrigo; Irazábal Calleri, Benjamín Eduardo; Lafluf, Omar; Lema, Martín; Olaizola, Juan José; Penadés, Gustavo; Ramírez, Daniel; Rodríguez Servetto, Nelson; Roselli, Edmundo; Trobo, Jaime Mario; Yurramendi Pérez, José",,,,,PROYECTO DE RESOLUCION,INUNDACIONES DURAZNO (DPTO). EMERGENCIA. DECLARACION. RECLAMO.
,,2015-07-15 00:00:00,,125515,1,1,Cámara Representantes,"Amado, Fernando; Cardoso, Germán; Gandini, Jorge; Novales, Gonzalo; Pasquet Iribarne, Ope; Posada, Iván; Secco Rodríguez, Gonzalo; Sosa Acosta, Heriberto; Trobo, Jaime Mario",,,,,PROYECTO DE RESOLUCION,VENEZUELA. INHABILITACION CANDIDATA ELECCIONES LEGISLATIVAS. REPUDIO.
