,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
6,137324,2017-12-06,CSS,ENTRADA,,
7,137324,2017-12-06,CSS,ENTRADA,COMISION,945.0
8,137324,2017-12-13,CSS,APRUEBA,COMISION,1155.0
9,137324,2017-12-19,CSS,APRUEBA,,
10,137324,2017-12-28,P.E.,APRUEBA,LEY,19585.0
0,125053,2015-06-17,CRR,ENTRADA,,
1,125053,2015-06-17,CRR,ENTRADA,COMISION,75.0
0,139308,2018-04-17,CSS,ENTRADA,,
1,139308,2018-04-17,CSS,ENTRADA,COMISION,311.0
0,137133,2017-10-17,CRR,ENTRADA,,
1,137133,2017-10-17,CRR,ENTRADA,COMISION,824.0
2,137133,2018-03-05,CRR,TRATAMIENTO,COMISION,1095.0
3,137133,2018-03-12,CRR,TRATAMIENTO,COMISION,1095.0
4,137133,2018-06-18,CRR,TRATAMIENTO,COMISION,1095.0
5,137133,2018-07-02,CRR,TRATAMIENTO,COMISION,1095.0
6,137133,2018-07-09,CRR,TRATAMIENTO,COMISION,1095.0
7,137133,2018-07-16,CRR,TRATAMIENTO,COMISION,1095.0
8,137133,2018-08-06,CRR,TRATAMIENTO,COMISION,1095.0
9,137133,2018-09-17,CRR,TRATAMIENTO,COMISION,1095.0
10,137133,2018-10-01,CRR,TRATAMIENTO,COMISION,1095.0
11,137133,2018-11-05,CRR,TRATAMIENTO,COMISION,1095.0
12,137133,2018-11-12,CRR,TRATAMIENTO,COMISION,1095.0
13,137133,2018-11-26,CRR,TRATAMIENTO,COMISION,1095.0
14,137133,2018-12-10,CRR,TRATAMIENTO,COMISION,1095.0
15,137133,2018-12-17,CRR,TRATAMIENTO,COMISION,1095.0
16,137133,2019-03-11,CRR,TRATAMIENTO,COMISION,1095.0
0,135730,2017-07-13,CSS,ENTRADA,,
1,135730,2017-07-26,CSS,ENTRADA,COMISION,317.0
0,137127,2017-10-17,CSS,ENTRADA,,
1,137127,2017-10-17,CSS,ENTRADA,COMISION,1120.0
2,137127,2017-10-19,CSS,APRUEBA,COMISION,1120.0
3,137127,2017-11-01,CSS,APRUEBA,,
0,131556,2016-09-07,CRR,ENTRADA,,
1,131556,2016-09-07,CRR,ENTRADA,COMISION,75.0
2,131556,2017-06-14,CRR,APRUEBA,COMISION,75.0
3,131556,2017-10-18,CRR,APRUEBA,,
4,131556,2017-10-19,CSS,ENTRADA,,
5,131556,2017-11-01,CSS,ENTRADA,COMISION,418.0
6,131556,2017-11-07,CSS,APRUEBA,COMISION,418.0
7,131556,2017-11-22,CSS,APRUEBA,,
8,131556,2017-12-01,P.E.,APRUEBA,LEY,19563.0
0,125292,2015-07-01,CSS,ENTRADA,,
1,125292,2015-07-07,CSS,ENTRADA,COMISION,317.0
2,125292,2015-09-09,CSS,TRATAMIENTO,COMISION,317.0
3,125292,2016-03-09,CSS,TRATAMIENTO,COMISION,317.0
4,125292,2016-03-16,CSS,TRATAMIENTO,COMISION,317.0
5,125292,2016-03-30,CSS,TRATAMIENTO,COMISION,317.0
6,125292,2016-04-06,CSS,TRATAMIENTO,COMISION,317.0
7,125292,2016-04-06,CSS,APRUEBA,COMISION,317.0
8,125292,2016-04-13,CSS,APRUEBA,,
9,125292,2016-05-03,CRR,ENTRADA,,
10,125292,2016-05-03,CRR,ENTRADA,COMISION,75.0
11,125292,2016-06-01,CRR,TRATAMIENTO,COMISION,211.0
12,125292,2016-06-08,CRR,TRATAMIENTO,COMISION,211.0
13,125292,2016-06-15,CRR,TRATAMIENTO,COMISION,211.0
14,125292,2016-09-07,CRR,TRATAMIENTO,COMISION,211.0
15,125292,2016-09-14,CRR,TRATAMIENTO,COMISION,211.0
16,125292,2017-05-17,CRR,TRATAMIENTO,COMISION,211.0
17,125292,2017-10-11,CRR,TRATAMIENTO,COMISION,211.0
18,125292,2017-11-08,CRR,TRATAMIENTO,COMISION,211.0
19,125292,2018-04-11,CRR,TRATAMIENTO,COMISION,211.0
20,125292,2018-05-16,CRR,TRATAMIENTO,COMISION,211.0
21,125292,2018-06-06,CRR,TRATAMIENTO,COMISION,211.0
22,125292,2018-07-11,CRR,TRATAMIENTO,COMISION,211.0
0,138412,2018-02-08,CRR,ENTRADA,,
1,138412,2018-02-08,CRR,ENTRADA,COMISION,212.0
2,138412,2018-02-08,CRR,APRUEBA,,
0,135650,2017-07-10,CSS,ENTRADA,,
1,135650,2017-07-11,CSS,ENTRADA,COMISION,322.0
2,135650,2017-07-19,CSS,TRATAMIENTO,COMISION,322.0
3,135650,2017-07-25,CSS,APRUEBA,COMISION,322.0
4,135650,2017-07-26,CSS,APRUEBA,,
0,130072,2016-06-06,CSS,ENTRADA,,
1,130072,2016-06-08,CSS,ENTRADA,COMISION,354.0
2,130072,2016-06-15,CSS,TRATAMIENTO,COMISION,354.0
3,130072,2017-07-19,CSS,TRATAMIENTO,COMISION,354.0
0,127268,2015-11-10,CSS,ENTRADA,,
1,127268,2015-11-10,CSS,ENTRADA,COMISION,311.0
0,139042,2018-03-21,CSS,ENTRADA,,
1,139042,2018-04-03,CSS,ENTRADA,COMISION,315.0
0,132117,2016-10-18,CSS,ENTRADA,,
1,132117,2016-10-18,CSS,ENTRADA,COMISION,324.0
2,132117,2016-11-23,CSS,APRUEBA,,
3,132117,2016-12-06,CRR,ENTRADA,,
4,132117,2016-12-06,CRR,ENTRADA,COMISION,220.0
5,132117,2016-12-14,CRR,APRUEBA,,
6,132117,2017-01-04,P.E.,APRUEBA,LEY,19477.0
0,137709,2017-11-15,CSS,ENTRADA,,
1,137709,2017-11-15,CSS,ENTRADA,COMISION,331.0
2,137709,2017-11-27,CSS,APRUEBA,COMISION,331.0
3,137709,2017-11-29,CSS,APRUEBA,,
0,126823,2015-10-06,CSS,ENTRADA,,
1,126823,2015-10-06,CSS,ENTRADA,COMISION,418.0
0,129292,2016-04-26,CSS,ENTRADA,,
1,129292,2016-05-03,CSS,ENTRADA,COMISION,354.0
0,133023,2016-12-06,CRR,ENTRADA,,
1,133023,2016-12-06,CRR,ENTRADA,COMISION,1091.0
2,133023,2016-12-15,CRR,TRATAMIENTO,COMISION,1091.0
3,133023,2016-12-15,CRR,APRUEBA,COMISION,1091.0
4,133023,2017-04-18,CRR,APRUEBA,,
5,133023,2017-04-20,CSS,ENTRADA,,
6,133023,2017-04-26,CSS,ENTRADA,COMISION,1130.0
7,133023,2017-05-23,CSS,TRATAMIENTO,COMISION,1130.0
8,133023,2017-05-30,CSS,TRATAMIENTO,COMISION,1130.0
9,133023,2017-06-20,CSS,TRATAMIENTO,COMISION,1130.0
10,133023,2017-07-25,CSS,APRUEBA,COMISION,1130.0
11,133023,2017-08-09,CRR,ENTRADA,COMISION,1098.0
12,133023,2017-09-12,CRR,APRUEBA,COMISION,1098.0
13,133023,2017-09-13,CRR,APRUEBA,,
14,133023,2017-09-24,P.E.,APRUEBA,LEY,19534.0
0,123542,2015-03-04,CRR,ENTRADA,,
1,123542,2015-03-04,CRR,ENTRADA,COMISION,210.0
0,134770,2017-05-10,CRR,ENTRADA,,
1,134770,2017-05-10,CRR,ENTRADA,COMISION,78.0
2,134770,2018-03-13,CRR,TRATAMIENTO,COMISION,1093.0
0,133779,2017-03-07,CRR,ENTRADA,,
1,133779,2017-03-07,CRR,ENTRADA,COMISION,75.0
2,133779,2018-10-03,CRR,APRUEBA,COMISION,75.0
3,133779,2018-10-17,CRR,APRUEBA,,
4,133779,2018-10-18,CSS,ENTRADA,,
5,133779,2018-10-23,CSS,ENTRADA,COMISION,311.0
6,133779,2018-11-13,CSS,APRUEBA,COMISION,311.0
7,133779,2018-12-05,CRR,ENTRADA,COMISION,75.0
8,133779,2018-12-12,CRR,APRUEBA,,
9,133779,2018-12-21,P.E.,APRUEBA,LEY,19727.0
0,129090,2016-04-12,CSS,ENTRADA,,
1,129090,2016-04-13,CSS,ENTRADA,COMISION,311.0
0,127929,2015-12-15,CSS,ENTRADA,,
0,134955,2017-03-16,CSS,APRUEBA,COMISION,314.0
1,134955,2017-03-21,CSS,ENTRADA,,
2,134955,2017-05-03,CSS,APRUEBA,,
0,136617,2017-09-12,CRR,ENTRADA,,
1,136617,2017-09-12,CRR,ENTRADA,COMISION,63.0
0,137535,2017-11-14,CSS,ENTRADA,,
1,137535,2017-11-14,CSS,ENTRADA,COMISION,314.0
2,137535,2017-11-14,CSS,APRUEBA,,
0,139097,2018-04-03,CRR,ENTRADA,,
1,139097,2018-04-03,CRR,APRUEBA,,
0,128824,2016-03-29,CSS,ENTRADA,,
1,128824,2016-04-05,CSS,ENTRADA,COMISION,347.0
2,128824,2016-04-13,CSS,ENTRADA,COMISION,314.0
0,131385,2016-08-24,CSS,ENTRADA,,
1,131385,2016-08-24,CSS,ENTRADA,COMISION,315.0
